,values,category
545, sunday flights from new york city to las vegas,travel
546, i need a flight from pittsburgh to new york leaving at 5 pm,travel
547, what s the smallest plane that flies from pittsburgh to baltimore on eight sixteen,travel
548, give me the flights on december twenty seventh with the fares from indianapolis to orlando,travel
549, show me all the us air flights leaving pittsburgh between 12 and 4 in the afternoon,travel
550, i want a cheap from denver to atlanta,travel
551, show all flights from miami to jfk,travel
552, show me all flights from san francisco to pittsburgh on a monday,travel
553, show me the earliest flight from boston to denver,travel
554, i need a united airlines flight from denver to baltimore on saturday,travel
555, what are the cheapest one way flights from denver to atlanta,travel
556, all flights from boston to washington dc after 5 pm on november eleventh economy class,travel
557, is there ground transportation in oakland,travel
558, list united flights from denver to san francisco on wednesdays,travel
559, what is the cheapest way to fly from denver to oakland,travel
560, philadelphia to san francisco with one stop in dallas please,travel
561, i would like to fly us air from orlando to cleveland in the late evening what do you have available,travel
562, what does restriction ap 57 mean,travel
563, what are the latest flights that i can take from baltimore to boston,travel
564, list flights from philadelphia to san francisco via dallas,travel
565, how much does the american airlines flight 71 from dallas to san francisco cost,travel
566, all flights from boston to philadelphia which show up on tuesday afternoon,travel
567, show me flights from new york to miami on a tuesday with a round trip fare less than 466 dollars,travel
568, nonstop flights from seattle to denver,travel
569, give me the flights and fares on december twenty seventh from indianapolis to orlando,travel
570, what flights are available wednesday afternoon from denver to san francisco,travel
571, what are the flights from tacoma to san jose also on tuesday the eighteenth of may,travel
572, what s the ground transportation like at pittsburgh,travel
573, list daily flights from boston to oakland using united airlines,travel
574, in the next two days i want to fly from nashville to san jose or to tacoma,travel
575, how many flights does each airline have with business class service,travel
576, what flights from st. paul to kansas city on friday with supper served,travel
577, show flights from san francisco to denver on either wednesday the twenty third or thursday the twenty fourth,travel
578, what are the flights available between 10 am and 3 pm between pittsburgh and fort worth,travel
579, list all flights from memphis to seattle,travel
580, airline code as,travel
581, show me the flights from san francisco to boston,travel
582, show me all flights from san diego to phoenix on a boeing 737,travel
583, may i have a list of flights going from boston to denver on the twenty ninth of july,travel
584, could you tell me the cheapest fare from atlanta to boston on thirty first of august,travel
585, which united airlines flight flies from boston to san francisco and makes a stopover in philadelphia,travel
586, what are the latest flights from boston to dallas on the evening of july seventh,travel
587, can you tell me how to get from the airport in philadelphia to downtown,travel
