Unnamed: 0,value,category
2812, what does the fare code y mean,travel
319, please list the flights from dallas fort worth to dc baltimore on july twenty third,travel
4340, show me the cheapest one way flight from atlanta to pittsburgh,travel
4819, i want to leave philadelphia and arrive in atlanta on a thursday,travel
4893, what delta flights fly from washington to dallas in the morning,travel
2094, i'd like to arrange for two friends to fly into los angeles next saturday evening one of the people is coming from kansas city and the other is coming from las vegas,travel
4535, which cities are serviced by both american and delta airlines,travel
4437, i will be staying downtown in atlanta for two hours could you tell me what the ground transportation is available,travel
4250, how much is an economy ticket from washington to san francisco on september thirtieth,travel
3322, show me the prices of first class tickets on us air round trip from cleveland to miami,travel
1143, show me next wednesday's flights between phoenix and milwaukee,travel
397, what flights are there from newark to chicago on continental,travel
2177, show me all flights that go from new york to miami on tuesday and go from miami to new york on sunday,travel
3859, what are the evening flights flying out of dallas and going to san francisco on american airlines,travel
2882, list all flights on continental leaving denver,travel
4790, what aircraft has the largest seating capacity,travel
3759, list round trip flights between boston and oakland using twa,travel
1398, what ground transportation is available in baltimore for the day after tomorrow,travel
1659, can you show me the flights from dallas to baltimore with economy fares,travel
4769, what are my choices of flights leaving early afternoon from minneapolis to indianapolis,travel
1096, please list flights from atlanta to philly,travel
4005, please show me the flights available from san francisco to pittsburgh on tuesday,travel
1741, i need to fly from boston to denver this monday,travel
1350, show me all the flights from new york to milwaukee,travel
3384, show any flights leaving san francisco on sunday and arriving in pittsburgh,travel
979, hello i'm trying to find a flight that goes from pittsburgh to denver after 2 pm,travel
283, which flights go from pittsburgh to atlanta in the evening,travel
1736, what is the latest flight from philadelphia to boston,travel
1298, show flights between boston and philadelphia,travel
2244, are there any flights from milwaukee to tacoma on friday june eleventh,travel
82, i want to find the first flight from baltimore to boston that serves a meal,travel
2164, show me the flights from los angeles to pittsburgh which arrive at pittsburgh on monday,travel
2437, what is the seating capacity of a boeing 767,travel
3707, how much does it cost to fly from boston to baltimore on a saturday,travel
3749, fine can you give me information on ground transportation in washington dc to downtown,travel
2268, flights from philadelphia to oakland,travel
423, what flights leave from phoenix to nashville on american airlines,travel
4320, what flights from montreal to las vegas on saturday,travel
1904, what flights leave denver before noon on northwest airlines,travel
4518, does any airline have an afternoon flight from atlanta to boston,travel
4401, show me the flights from san francisco to boston,travel
3077, give me flights that arrive in baltimore from atlanta,travel
1565, what does ea mean,travel
4684, what are the flights in the month of december from atlanta to denver which stop in boston,travel
839, can you list all flights between milwaukee and chicago,travel
500, find me the earliest flight from boston to atlanta on any day of the week,travel
141, what is fare code qw,travel
1377, what're the flights from memphis to las vegas that arrive on a sunday,travel
3666, i want to arrive in detroit around 6 pm and i'm leaving from chicago,travel
2316, list all flights from boston to san francisco with at least 3 stops,travel
1138, how much is a round trip first class fare between boston and washington,travel
2522, all flights from boston to washington dc,travel
1787, show me the flights that go from san diego to newark new jersey,travel
